,0,1,2,3,concat_topics
Xuefen_Xu,1,4,5,12,1 4 5 12
Gniewomir_Sarbicki,1,4,9,10,1 4 9 10
B._Bonnard,1,4,5,12,1 4 5 12
O._Cots,1,4,5,12,1 4 5 12
Evgeny_G._Fateev,1,5,10,11,1 5 10 11
Rusko_Ruskov,4,6,9,10,4 6 9 10
Charles_Tahan,4,6,9,10,4 6 9 10
Ming-Liang_Hu,1,4,8,11,1 4 8 11
Heng_Fan,1,4,5,8,1 4 5 8
Karoly_F._Pal,1,4,5,10,1 4 5 10
Tamas_Vertesi,1,4,5,10,1 4 5 10
Nicolas_Brunner,1,4,5,10,1 4 5 10
Jing_Zhang,1,4,7,12,1 4 7 12
Yu-xi_Liu,1,4,8,10,1 4 8 10
Re-Bing_Wu,1,4,7,12,1 4 7 12
Kurt_Jacobs,1,4,7,12,1 4 7 12
Tatjana_Carle,1,4,8,10,1 4 8 10
Barbara_Kraus,1,4,8,10,1 4 8 10
Wolfgang_Dür,1,4,8,10,1 4 8 10
Julio_I._de_Vicente,1,4,8,10,1 4 8 10
Priyam_Das,1,5,6,10,1 5 6 10
Changsuk_Noh,1,5,6,10,1 5 6 10
Dimitris_G._Angelakis,1,5,6,10,1 5 6 10
Qiang_Deng,1,3,4,11,1 3 4 11
Mohammad_H._Amin,1,3,4,11,1 3 4 11
Peter_Smith,1,3,4,11,1 3 4 11
William_N._Plick,4,6,7,11,4 6 7 11
Mario_Krenn,4,6,7,11,4 6 7 11
Robert_Fickler,4,6,7,11,4 6 7 11
Sven_Ramelow,4,6,7,11,4 6 7 11
Anton_Zeilinger,4,6,7,11,4 6 7 11
H._K._Cheung,1,6,7,11,1 6 7 11
C._K._Law,1,6,7,11,1 6 7 11
Priti_Gupta,1,2,3,5,1 2 3 5
Hirotada_Okawa,1,2,3,5,1 2 3 5
S._X._Tian,1,5,6,7,1 5 6 7
Zong-Hong_Zhu,5,6,7,12,5 6 7 12
Ulrich_K._Beckering_Vinckers,1,5,6,8,1 5 6 8
Álvaro_de_la_Cruz-Dombriz,1,5,6,8,1 5 6 8
Simran_Arora,1,5,8,10,1 5 8 10
Jonatas_A._Silva,1,5,8,11,1 5 8 11
Fábio_C._Carvalho,1,5,8,11,1 5 8 11
Antonio_R._G._Garcia,1,5,8,11,1 5 8 11
Geoffrey_Compère,1,9,10,11,1 9 10 11
Guillaume_Faye,1,9,10,11,1 9 10 11
Roberto_Oliveri,1,9,10,11,1 9 10 11
Abolfath_Hosseinzadeh,1,6,9,11,1 6 9 11
Seyed_Akbar_Jafari,1,6,9,11,1 6 9 11
Connor_McIsaac,2,5,6,10,2 5 6 10
Mehdi_Sadeghi,1,2,5,6,1 2 5 6
Ramin_Anvari_Asl,1,2,5,6,1 2 5 6
Mohammad_Shamseh,1,2,5,6,1 2 5 6
S._D._Patil,2,5,8,10,2 5 8 10
Steven_Pakiela,2,5,6,10,2 5 6 10
Brett_Bolen,2,5,6,10,2 5 6 10
Ben_Holder,2,5,6,10,2 5 6 10
Monica_Rizzo,2,5,6,10,2 5 6 10
Shane_L._Larson,2,5,6,10,2 5 6 10
Kalin_V._Staykov,1,5,6,10,1 5 6 10
Lavinia_Heisenberg,1,5,6,10,1 5 6 10
Nikolaos_Stergioulas,1,5,6,10,1 5 6 10
Shaobo_Zhang,1,6,10,12,1 6 10 12
Zengli_Ba,1,6,10,12,1 6 10 12
Denghui_Ning,1,6,10,12,1 6 10 12
Nianfu_Zhai,1,6,10,12,1 6 10 12
Zhengtian_Lu,1,6,10,12,1 6 10 12
Dong_Sheng,1,6,10,12,1 6 10 12
Michał_Bobula,1,2,8,12,1 2 8 12
Tomasz_Pawłowski,1,2,8,12,1 2 8 12
Zi-Yue_Zheng,5,6,10,11,5 6 10 11
Ting-Ting_Sun,5,6,10,11,5 6 10 11
Huan_Chen,5,6,10,11,5 6 10 11
Jin-Biao_Wei,5,6,10,11,5 6 10 11
G._F._Burgio,5,6,10,11,5 6 10 11
H._-J._Schulze,5,6,10,11,5 6 10 11
Eugene_Y._S._Chua,5,7,11,12,5 7 11 12
Craig_Callender,5,7,11,12,5 7 11 12
Maresuke_Shiraishi,1,5,6,10,1 5 6 10
Teppei_Okumura,1,5,6,12,1 5 6 12
Kazuyuki_Akitsu,1,5,6,12,1 5 6 12
Pierre_Heidmann,2,6,7,8,2 6 7 8
Jörg_Hennig,1,2,5,11,1 2 5 11
Tyler_McMaken,1,2,7,8,1 2 7 8
Bikash_R._Dinda,5,8,10,12,5 8 10 12
Haveesh_Singirikonda,5,8,10,12,5 8 10 12
Subhabrata_Majumdar,5,8,10,12,5 8 10 12
Burt_A._Ovrut,1,6,9,10,1 6 9 10
K._S._Stelle,1,6,9,10,1 6 9 10
Daniel_Waldram,1,6,9,10,1 6 9 10
J._Balog,1,4,7,10,1 4 7 10
P._Forgacs,1,4,7,10,1 4 7 10
N._Mohammedi,1,4,7,10,1 4 7 10
J._Schnittger,1,4,7,10,1 4 7 10
J._M._F._Labastida,1,7,9,10,1 7 9 10
Carlos_Lozano,1,7,9,10,1 7 9 10
Gabriel_Lopes_Cardoso,1,2,3,10,1 2 3 10
Thomas_Mohaupt,1,2,3,10,1 2 3 10
Mu-In_Park,2,8,11,12,2 8 11 12
Jeongwon_Ho,2,8,11,12,2 8 11 12
H._Gustafsson,1,10,11,12,1 10 11 12
P._Haggi-Mani,1,10,11,12,1 10 11 12
V._Cardenas,1,4,7,9,1 4 7 9
S._Lepe,1,4,7,9,1 4 7 9
J._Saavedra,1,4,7,9,1 4 7 9
C._Fronsdal,1,6,8,11,1 6 8 11
Per_Elmfors,3,7,10,11,3 7 10 11
Kari_Enqvist,3,7,10,11,3 7 10 11
Kimmo_Kainulainen,3,7,10,11,3 7 10 11
H._Itoyama,3,7,10,11,3 7 10 11
T._Matsuo,3,7,10,11,3 7 10 11
J._C._Osborn,1,5,9,10,1 5 9 10
D._Toublan,1,5,9,10,1 5 9 10
J._J._M._Verbaarschot,1,5,9,10,1 5 9 10
L._M._Morato,1,5,6,10,1 5 6 10
L._Viola,1,5,6,10,1 5 6 10
M._E._Bowers,1,4,5,9,1 4 5 9
C._R._Hagen,1,4,5,9,1 4 5 9
O._Bergman,1,9,10,11,1 9 10 11
M._R._Gaberdiel,1,9,10,11,1 9 10 11
R._P._Thomas,1,9,11,12,1 9 11 12
Mourad_Laoues,1,2,11,12,1 2 11 12
G._K._Savvidy,1,3,10,12,1 3 10 12
G._V._Efimov,1,6,7,9,1 6 7 9
A._C._Kalloniatis,1,6,7,9,1 6 7 9
S._N._Nedelko,1,6,7,9,1 6 7 9
J._L._Nielsen,1,2,7,12,1 2 7 12
J._Rolf,1,2,7,12,1 2 7 12
R._Loll,1,2,7,12,1 2 7 12
Manfred_Requardt,1,4,7,12,1 4 7 12
Youngjai_Kiem,1,2,9,12,1 2 9 12
Chang-Yeong_Lee,1,2,9,12,1 2 9 12
Dahl_Park,1,2,9,12,1 2 9 12
Minoru_Eto,1,9,10,12,1 9 10 12
Takashi_Hiramatsu,1,9,10,12,1 9 10 12
Izumi_Saito,1,9,10,12,1 9 10 12
Yuki_Sakakihara,1,9,10,12,1 9 10 12
Alexey_Golovnev,1,5,10,12,1 5 10 12
A._N._Semenova,1,5,10,12,1 5 10 12
V._P._Vandeev,1,5,10,12,1 5 10 12
Lina_Zhang,1,2,5,6,1 2 5 6
Christian_Capanelli,5,6,7,10,5 6 7 10
Leah_Jenks,5,6,7,10,5 6 7 10
Edward_W._Kolb,5,6,7,10,5 6 7 10
Evan_McDonough,5,6,7,10,5 6 7 10
German_F._R._Sborlini,1,4,7,11,1 4 7 11
J._L._López,1,5,8,11,1 5 8 11
M._Sabido,1,5,8,11,1 5 8 11
C._Yee-Romero,1,5,8,11,1 5 8 11
Jianhao_M._Yang,1,6,7,8,1 6 7 8
Zhong-Zhi_Xianyu,1,5,6,12,1 5 6 12
Jiaju_Zang,1,5,6,12,1 5 6 12
Edoardo_Colombo,1,2,5,10,1 2 5 10
Federico_Faedo,1,2,5,10,1 2 5 10
Dario_Martelli,1,2,5,10,1 2 5 10
Alberto_Zaffaroni,1,2,5,10,1 2 5 10
Xuhang_Jiang,1,2,5,11,1 2 5 11
Jiahao_Liu,1,2,5,11,1 2 5 11
Qinglin_Yang,1,2,5,11,1 2 5 11
R._Gonzalez_Quaglia,1,9,10,11,1 9 10 11
Israel_Quiros,1,9,10,11,1 9 10 11
Giuseppe_Baio,1,3,10,11,1 3 10 11
Matthew_T._Wheeler,1,3,10,11,1 3 10 11
David_S._Hall,1,3,10,11,1 3 10 11
Magnus_O._Borgh,1,3,10,11,1 3 10 11
Adam_Ball,1,7,9,10,1 7 9 10
Yangrui_Hu,1,7,9,10,1 7 9 10
Giorgio_Torrieri,1,5,9,11,1 5 9 11
Seoktae_Koh,1,2,8,11,1 2 8 11
Hyun_Seok_Yang,1,2,8,11,1 2 8 11
Koichi_Nagasaki,1,9,10,12,1 9 10 12
Matsuo_Sato,1,9,10,12,1 9 10 12
Olaf_Lechtenfeld,1,4,7,9,1 4 7 9
F._Taghinavaz,1,3,7,12,1 3 7 12
Melik_Karapetyan,1,6,9,12,1 6 9 12
Ruben_Manvelyan,1,6,9,12,1 6 9 12
Karapet_Mkrtchyan,1,6,9,12,1 6 9 12
Rashmish_K._Mishra,1,3,7,11,1 3 7 11
Lisa_Randall,1,3,7,11,1 3 7 11
Md_Riajul_Haque,2,3,5,10,2 3 5 10
Essodjolo_Kpatcha,2,3,5,10,2 3 5 10
Yann_Mambrini,2,3,5,10,2 3 5 10
Franco_Fiorini,1,2,8,11,1 2 8 11
P._A._González,1,2,8,11,1 2 8 11
Yerko_Vásquez,1,2,8,11,1 2 8 11
Callum_R._T._Jones,1,2,6,9,1 2 6 9
Evgeny_Kozik,1,4,5,9,1 4 5 9
Ken_D._Olum,5,9,10,12,5 9 10 12
Y._Brihaye,1,2,8,10,1 2 8 10
T._Delsate,1,2,8,10,1 2 8 10
Dmitrij_V._Soroka,1,10,11,12,1 10 11 12
Vyacheslav_A._Soroka,1,10,11,12,1 10 11 12
Emily_Hackett-Jones,1,4,7,12,1 4 7 12
George_Moutsopoulos,1,4,7,12,1 4 7 12
Karl-Georg_Schlesinger,1,5,10,11,1 5 10 11
C._R._Pontes,1,7,9,10,1 7 9 10
A._P._Baeta_Scarpelli,1,7,9,10,1 7 9 10
Marcos_Sampaio,1,7,9,10,1 7 9 10
M._C._Nemes,1,7,9,10,1 7 9 10
Stjepan_Meljanac,1,2,11,12,1 2 11 12
Marko_Stojic,1,2,11,12,1 2 11 12
Rukmini_Dey,1,4,10,11,1 4 10 11
Silvia_Necco,1,7,8,9,1 7 8 9
Georgios_Michalogiorgakis,1,9,10,12,1 9 10 12
M._Siddiq,1,5,6,11,1 5 6 11
M._Hassan,1,5,6,11,1 5 6 11
A._Sevostyanov,1,7,9,10,1 7 9 10
Marcos_Marino,1,3,10,11,1 3 10 11
Spenta_R._Wadia,1,3,10,11,1 3 10 11
H._Bombin,1,4,7,9,1 4 7 9
M._A._Martin-Delgado,1,4,7,9,1 4 7 9
Nattapong_Yongram,1,6,7,12,1 6 7 12
Edouard_B._Manoukian,1,6,7,12,1 6 7 12
Suppiya_Siranan,1,6,7,12,1 6 7 12
F._Ahmadi,1,2,5,8,1 2 5 8
S._Jalalzadeh,1,2,5,8,1 2 5 8
V._G._Kupriyanov,1,2,5,11,1 2 5 11
Kiwoon_Choi,1,5,8,10,1 5 8 10
Kwang_Sik_Jeong,1,5,8,10,1 5 8 10
Rajan_Murgan,1,2,5,12,1 2 5 12
Chi_Shi,1,2,5,12,1 2 5 12
C._Destri,1,2,5,9,1 2 5 9
H._J._de_Vega,1,2,5,9,1 2 5 9
Min-xin_Huang,1,5,9,10,1 5 9 10
Detlev_Buchholz,1,4,11,12,1 4 11 12
Hendrik_Grundling,1,4,11,12,1 4 11 12
Zongwen_Yu,1,4,8,12,1 4 8 12
Su_Hu,1,4,8,12,1 4 8 12
Chunlei_Zhang,1,4,8,12,1 4 8 12
Keita_Sasada,1,4,5,6,1 4 5 6
Tomio_Petrosky,1,4,5,6,1 4 5 6
A._Afaq,1,6,9,11,1 6 9 11
Yair_Goldfarb,1,4,5,7,1 4 5 7
Ilan_Degani,1,4,5,7,1 4 5 7
David,1,4,5,7,1 4 5 7
J._Tannor,1,4,5,7,1 4 5 7
Takafumi_Ono,4,6,8,10,4 6 8 10
Hongfeng_Gan,1,4,5,8,1 4 5 8
Daowen_Qiu,1,4,5,8,1 4 5 8
Avraham_Ben-Aroya,1,4,5,7,1 4 5 7
Oded_Regev,1,4,5,7,1 4 5 7
Faisal_A._A._El-Orany,1,4,8,12,1 4 8 12
A._Chia,4,6,8,10,4 6 8 10
A._S._Parkins,4,6,8,10,4 6 8 10
Jacob_Dunningham,1,4,6,10,1 4 6 10
Yao_Shen,1,4,5,11,1 4 5 11
Wu-Sheng_Dai,1,4,5,11,1 4 5 11
Mi_Xie,1,4,5,11,1 4 5 11
M._I._Shirokov,1,5,7,9,1 5 7 9
Thomas_Amthor,4,5,11,12,4 5 11 12
Christian_Giese,4,5,11,12,4 5 11 12
Markus_Reetz-Lamour,4,5,11,12,4 5 11 12
Matthias_Weidemueller,4,5,11,12,4 5 11 12
C._Lupo,1,4,6,7,1 4 6 7
D._Cavalcanti,4,8,9,12,4 8 9 12
A._Ferraro,4,8,9,12,4 8 9 12
A._Garcia-Saez,4,8,9,12,4 8 9 12
Hidehiro_Yonezawa,4,6,10,11,4 6 10 11
Peter_van_Loock,4,6,10,11,4 6 10 11
Christian_de_Ronde,1,4,7,11,1 4 7 11
Lu_Gao,1,3,6,9,1 3 6 9
Jun_Xiong,1,3,6,9,1 3 6 9
Lu-Fang_Lin,1,3,6,9,1 3 6 9
Wei_Wang,1,3,6,9,1 3 6 9
Su-Heng_Zhang,1,3,6,9,1 3 6 9
Kaige_Wang,1,3,6,9,1 3 6 9
Beat_Röthlisberger,3,4,6,8,3 4 6 8
Jörg_Lehmann,3,4,6,8,3 4 6 8
D._S._Saraga,3,4,6,8,3 4 6 8
Philipp_Traber,3,4,6,8,3 4 6 8
J._Grain,1,4,7,11,1 4 7 11
A._Barrau,1,4,7,11,1 4 7 11
Iman_Sargolzahi,3,6,8,12,3 6 8 12
Sayyed_Yahya_Mirafzali,3,6,8,12,3 6 8 12
Mohsen_Sarbishaei,3,6,8,12,3 6 8 12
Pier_Stefano_Corasaniti,1,5,8,10,1 5 8 10
Michael_Sarrazin,1,7,10,12,1 7 10 12
Fabrice_Petit,1,7,10,12,1 7 10 12
A._N._St._J._Farley,1,2,4,6,1 2 4 6
P._D._D'Eath,1,2,4,6,1 2 4 6
Ryan_Kerner,1,2,3,4,1 2 3 4
Yun_Soo_mYung,2,3,8,11,2 3 8 11
Feng-Li_Lin,5,8,10,12,5 8 10 12
Joshua_A._Faber,2,5,6,10,2 5 6 10
Stuart_L._Shapiro,2,5,6,10,2 5 6 10
Keisuke_Taniguchi,2,5,6,10,2 5 6 10
R._Klippert,1,5,6,10,1 5 6 10
D._H._Teodoro,1,5,6,10,1 5 6 10
Denis_Frank,1,9,11,12,1 9 11 12
Sebastian_Weiss,1,9,11,12,1 9 11 12
Parampreet_Singh,1,5,7,8,1 5 7 8
C._J._de_Matos,1,5,6,10,1 5 6 10
Charles_R._Keeton,1,2,10,12,1 2 10 12
A._O._Petters,1,2,10,12,1 2 10 12
Gong-Bo_Zhao,5,8,10,12,5 8 10 12
Jun-Qing_Xia,5,8,10,12,5 8 10 12
Bo_Feng,5,8,10,12,5 8 10 12
Xinmin_Zhang,5,8,10,12,5 8 10 12
Sayan_K._Chakrabarti,1,2,5,6,1 2 5 6
E._Huguet,1,5,6,8,1 5 6 8
J._Queva,1,5,6,8,1 5 6 8
J._Renaud,1,5,6,8,1 5 6 8
Mihai_Bondarescu,1,5,11,12,1 5 11 12
S._Capozziello,1,7,8,10,1 7 8 10
A._Stabile,1,7,8,10,1 7 8 10
A._Troisi,1,7,8,10,1 7 8 10
Fernando_Rego_Loup,1,2,6,11,1 2 6 11
Hiranya_Peiris,1,5,8,10,1 5 8 10
Richard_Easther,1,5,8,10,1 5 8 10
R._Aldrovandi,5,6,7,11,5 6 7 11
L._C._T._Guillen,5,6,7,11,5 6 7 11
J._G._Pereira,5,6,7,11,5 6 7 11
K._H._Vu,5,6,7,11,5 6 7 11
Alejandro_Rivero,4,5,7,11,4 5 7 11
Xiaoran_Liu,1,3,6,12,1 3 6 12
B._J._Kirby,1,3,6,12,1 3 6 12
Zhicheng_Zhong,1,3,6,12,1 3 6 12
Yanwei_Cao,1,3,6,12,1 3 6 12
B._Pal,1,3,6,12,1 3 6 12
M._Kareev,1,3,6,12,1 3 6 12
S._Middey,1,3,6,12,1 3 6 12
J._W._Freeland,1,3,6,12,1 3 6 12
P._Shafer,1,3,6,12,1 3 6 12
E._Arenholz,1,3,6,12,1 3 6 12
J._Chakhalian,1,3,6,12,1 3 6 12
Zhengzheng_Zhai,1,9,10,11,1 9 10 11
Leo_Radzihovsky,1,9,10,11,1 9 10 11
T._Lučivjanský,1,3,6,12,1 3 6 12
Cliò_Efthimia_Agrapidis,1,3,6,12,1 3 6 12
Jeroen_van_den_Brink,1,3,6,12,1 3 6 12
Kristian_Patrick,1,3,10,12,1 3 10 12
Vincent_Caudrelier,1,3,10,12,1 3 10 12
Zlatko_Papic,1,3,10,12,1 3 10 12
Mark_J._H._Ku,3,6,7,9,3 6 7 9
Tony_X._Zhou,3,6,7,9,3 6 7 9
Qing_Li,3,6,7,9,3 6 7 9
Young_J._Shin,3,6,7,9,3 6 7 9
Jing_K._Shi,3,6,7,9,3 6 7 9
Claire_Burch,3,6,7,9,3 6 7 9
Laurel_E._Anderson,3,6,7,9,3 6 7 9
Andrew_T._Pierce,3,6,7,9,3 6 7 9
Yonglong_Xie,3,6,7,9,3 6 7 9
Assaf_Hamo,3,6,7,9,3 6 7 9
Huiliang_Zhang,3,6,7,9,3 6 7 9
Francesco_Casola,3,6,7,9,3 6 7 9
Amir_Yacoby,3,6,7,9,3 6 7 9
Ronald_L._Walsworth,3,6,7,9,3 6 7 9
B._N._Narozhny,1,6,7,9,1 6 7 9
M._Schütt,1,6,7,9,1 6 7 9
A._Sherman,1,3,9,10,1 3 9 10
Clay_Cordova,1,6,7,10,1 6 7 10
Daniel_S._Freed,1,6,7,10,1 6 7 10
Ho_Tat_Lam,1,6,7,10,1 6 7 10
Nathan_Seiberg,1,6,7,10,1 6 7 10
Weiwei_Luo,3,6,9,10,3 6 9 10
Margherita_Boselli,3,6,9,10,3 6 9 10
Jean-Marie_Poumirol,3,6,9,10,3 6 9 10
Ivan_Ardizzone,3,6,9,10,3 6 9 10
Jeremie_Teyssier,3,6,9,10,3 6 9 10
Dirk_van_der_Marel,3,6,9,10,3 6 9 10
Stefano_Gariglio,3,6,9,10,3 6 9 10
Jean-Marc_Triscone,3,6,9,10,3 6 9 10
Alexey_B._Kuzmenko,3,6,9,10,3 6 9 10
T._M._R._Wolf,3,6,9,10,3 6 9 10
J._L._Lado,3,6,9,10,3 6 9 10
G._Blatter,3,6,9,10,3 6 9 10
O._Zilberberg,3,6,9,10,3 6 9 10
Z._Xiang,3,6,7,9,3 6 7 9
Y._Kasahara,3,6,7,9,3 6 7 9
T._Taniguchi,3,6,7,9,3 6 7 9
T._Asaba,3,6,7,9,3 6 7 9
C._Tinsman,3,6,7,9,3 6 7 9
H._Murayama,3,6,7,9,3 6 7 9
O._Tanaka,3,6,7,9,3 6 7 9
F._Iga,3,6,7,9,3 6 7 9
J._Singleton,3,6,7,9,3 6 7 9
Lu_Li,3,6,7,9,3 6 7 9
Chengdong_He,1,6,9,12,1 6 9 12
Zejian_Ren,1,6,9,12,1 6 9 12
Bo_Song,1,6,9,12,1 6 9 12
Entong_Zhao,1,6,9,12,1 6 9 12
Jeongwon_Lee,1,6,9,12,1 6 9 12
Yi-Cai_Zhang,1,6,9,12,1 6 9 12
Shizhong_Zhang,1,6,9,12,1 6 9 12
Gyu-Boong_Jo,1,6,9,12,1 6 9 12
Malte_Harland,1,3,10,11,1 3 10 11
Sergey_Brener,1,3,10,11,1 3 10 11
Mikhail_I._Katsnelson,1,3,10,11,1 3 10 11
Alexander_I._Lichtenstein,1,3,10,11,1 3 10 11
Konstantin_B._Efetov,1,3,11,12,1 3 11 12
B._Liu,3,6,9,11,3 6 9 11
M._Först,3,6,9,11,3 6 9 11
M._Fechner,3,6,9,11,3 6 9 11
D._Nicoletti,3,6,9,11,3 6 9 11
J._Porras,3,6,9,11,3 6 9 11
T._Loew,3,6,9,11,3 6 9 11
A._Cavalleri,3,6,9,11,3 6 9 11
N._Gauthier,3,6,11,12,3 6 11 12
D._T._Maimone,3,6,11,12,3 6 11 12
R._Yadav,3,6,11,12,3 6 11 12
S._Raymond,3,6,11,12,3 6 11 12
V._Pomjakushin,3,6,11,12,3 6 11 12
N._Casati,3,6,11,12,3 6 11 12
Z._Revay,3,6,11,12,3 6 11 12
G._Lapertot,3,6,11,12,3 6 11 12
Zi-Zhong_Liu,1,3,4,6,1 3 4 6
Robert_A._Henry,1,3,4,6,1 3 4 6
Alex_Bullivant,1,4,10,11,1 4 10 11
Clement_Delcamp,1,4,10,11,1 4 10 11
Daniel_Bulmash,1,7,10,11,1 7 10 11
Fadi_Sun,1,2,10,11,1 2 10 11
Jinwu_Ye,1,2,10,11,1 2 10 11
G._G._Blesio,1,3,6,10,1 3 6 10
F._T._Lisandrini,1,3,6,10,1 3 6 10
Diego_Correa,1,3,5,6,1 3 5 6
Nicolás_Grandi,1,3,5,6,1 3 5 6
Alejo_Hernández,1,3,5,6,1 3 5 6
I._P._Lobo,2,4,5,7,2 4 5 7
J._P._Morais_Graça,2,4,5,7,2 4 5 7
Luis_C._N._Santos,2,4,5,7,2 4 5 7
M._Ronco,2,4,5,7,2 4 5 7
C._Troessaert,1,2,10,11,1 2 10 11
R._Wutte,1,2,10,11,1 2 10 11
Carles_Bona,1,5,8,11,1 5 8 11
Rodrigo_Aros,1,2,8,11,1 2 8 11
Pablo_Pereira,1,2,8,11,1 2 8 11
Swastik_Bhattacharya,1,2,10,12,1 2 10 12
Niayesh_Afshordi,5,6,7,10,5 6 7 10
F._Skara,1,5,10,12,1 5 10 12
I._Brevik,1,5,8,9,1 5 8 9
A._V._Timoshkin,1,5,8,9,1 5 8 9
Ning_Bao,2,5,7,8,2 5 7 8
Aidan_Chatwin-Davies,2,5,7,8,2 5 7 8
Ming-Zhi_Chung,1,3,6,12,1 3 6 12
Wei-Chen_Lin,1,5,10,12,1 5 10 12
Steven_B._Giddings,1,2,11,12,1 2 11 12
Sean_Weinberg,1,2,11,12,1 2 11 12
Pedro_Carrilho,1,5,7,8,1 5 7 8
Muhammad_Fitrah_Alfian_Rangga_Sakti,1,2,3,10,1 2 3 10
Hadyan_Lutfan_Prihadi,1,2,3,10,1 2 3 10
Agus_Suroso,1,2,3,10,1 2 3 10
Freddy_Permana_Zen,1,2,3,10,1 2 3 10
Enis_Belgacem,5,6,7,10,5 6 7 10
Stefano_Foffa,5,6,7,10,5 6 7 10
Tao_Yang,5,6,7,10,5 6 7 10
Subhadip_Sau,1,2,6,7,1 2 6 7
Hervé_Bergeron,1,4,5,7,1 4 5 7
Ewa_Czuchry,1,4,5,7,1 4 5 7
Przemysław_Małkiewicz,1,4,5,7,1 4 5 7
Eric_Ling,1,7,9,12,1 7 9 12
Oliver_J._Tattersall,1,2,6,8,1 2 6 8
Vishakha_Tyagi,1,3,6,7,1 3 6 7
Sumit_Kumar_Rai,1,3,6,7,1 3 6 7
Bhabani_Prasad_Mandal,1,3,6,7,1 3 6 7
S._D._P._Vitenti,5,7,11,12,5 7 11 12
Maxim_Dvornikov,2,3,5,6,2 3 5 6
Júlio_C._Fabris,1,5,6,8,1 5 6 8
Sergey_G._Rubin,1,5,6,8,1 5 6 8
Vassil_K._Tinchev,1,5,6,10,1 5 6 10
Z._H._Wang,4,5,6,10,4 5 6 10
Giulia_Rubino,1,4,7,11,1 4 7 11
Lee_A._Rozema,1,4,7,11,1 4 7 11
Adrien_Feix,1,4,7,11,1 4 7 11
Mateus_Araújo,1,4,7,11,1 4 7 11
Jonas_M._Zeuner,1,4,7,11,1 4 7 11
Lorenzo_M._Procopio,1,4,7,11,1 4 7 11
Časlav_Brukner,1,4,7,11,1 4 7 11
Philip_Walther,1,4,7,11,1 4 7 11
Bernhard_Albrecht,1,3,4,6,1 3 4 6
Yijian_Meng,1,3,4,6,1 3 4 6
Christoph_Clausen,1,3,4,6,1 3 4 6
Alexandre_Dareau,1,3,4,6,1 3 4 6
Philipp_Schneeweiss,1,3,4,6,1 3 4 6
Arno_Rauschenbeutel,1,3,4,6,1 3 4 6
Vladimir_Veljic,1,5,9,11,1 5 9 11
Antun_Balaz,1,5,9,11,1 5 9 11
Axel_Pelster,1,5,9,11,1 5 9 11
Teiko_Heinosaari,1,4,7,11,1 4 7 11
Takayuki_Miyadera,1,4,7,11,1 4 7 11
Chih-Wei_Wang,1,3,5,9,1 3 5 9
Kerwin_Hui,1,3,5,9,1 3 5 9
Jeng-Da_Chai,1,3,5,9,1 3 5 9
James_Vallins,1,4,7,9,1 4 7 9
Ana_Belén_Sainz,1,4,7,9,1 4 7 9
Yeong-Cherng_Liang,1,4,7,9,1 4 7 9
H._Dessano,1,4,5,11,1 4 5 11
S._C._Ulhoa,1,4,5,11,1 4 5 11
Yasuhiro_Takahashi,1,4,5,9,1 4 5 9
Seiichiro_Tani,1,4,5,9,1 4 5 9
Christoffer_B._Møller,4,6,7,12,4 6 7 12
Rodrigo_A._Thomas,4,6,7,12,4 6 7 12
Georgios_Vasilakis,4,6,7,12,4 6 7 12
Emil_Zeuthen,4,6,7,12,4 6 7 12
Yeghishe_Tsaturyan,4,6,7,12,4 6 7 12
Kasper_Jensen,4,6,7,12,4 6 7 12
Albert_Schliesser,4,6,7,12,4 6 7 12
Klemens_Hammerer,4,6,7,12,4 6 7 12
Eugene_S._Polzik,4,6,7,12,4 6 7 12
V._Bolsinger,1,4,5,7,1 4 5 7
S._Krönke,1,4,5,7,1 4 5 7
P._Schmelcher,1,4,5,7,1 4 5 7
Nicolas_Teeny,4,5,11,12,4 5 11 12
Christoph_H._Keitel,4,5,11,12,4 5 11 12
Heiko_Bauke,4,5,11,12,4 5 11 12
C._D._Rodríguez-Camargo,1,4,6,8,1 4 6 8
Michel_Boyer,1,4,8,12,1 4 8 12
James_R._Wootton,1,4,8,10,1 4 8 10
Andreas_Peter,1,4,8,10,1 4 8 10
Janos_R._Winkler,1,4,8,10,1 4 8 10
Benedikt_B._Brandt,1,4,6,10,1 4 6 10
Shu-Qian_Shen,1,4,8,9,1 4 8 9
Juan_Yu,1,4,8,9,1 4 8 9
Nathan_Chejanovsky,1,3,4,9,1 3 4 9
Mohammad_Rezai,1,3,4,9,1 3 4 9
Federico_Paolucci,1,3,4,9,1 3 4 9
Youngwook_Kim,1,3,4,9,1 3 4 9
Torsten_Rendler,1,3,4,9,1 3 4 9
Wafa_Rouabeh,1,3,4,9,1 3 4 9
Felipe_Fávaro_de_Oliveira,1,3,4,9,1 3 4 9
Patrick_Herlinger,1,3,4,9,1 3 4 9
Andrej_Denisenko,1,3,4,9,1 3 4 9
Sen_Yang,1,3,4,9,1 3 4 9
Ilja_Gerhardt,1,3,4,9,1 3 4 9
Amit_Finkler,1,3,4,9,1 3 4 9
Jurgen_H._Smet,1,3,4,9,1 3 4 9
Zhang-qi_Yin,1,4,7,8,1 4 7 8
Tongcang_Li,1,4,7,8,1 4 7 8
Maria_Erukhimova,4,5,6,9,4 5 6 9
Mikhail_Tokman,4,5,6,9,4 5 6 9
L._Chotorlishvili,1,4,6,12,1 4 6 12
